#sequence-name	taxid	genus-species
0c8f03dffb52ef4dea0172f81f4fcb4b_215	0	
ded907381affbbc8c3cf9029273a9f7d_215	0	
38502358bb330cad5df70925584ae731_215	0	
ea86bef120c74aec7088692c3d2cd59a_213	0	
7db0de0e836495ba883b2b7f8db76ecb_213	0	
f029ffc04abae53f5b781ec5064b30a2_213	0	
65f89f428bff660ca7e76f64064c3000_212	0	
d8faca46ea159448b6c9abe9251691c0_209	0	
f002cd3201d75888d9eb6d1e79f46b69_206	0	
cd3141abb0a3f3d1e9c66d2aeec4dddc_204	0	
37b7b15eb0a65151200681b794d06858_202	0	
a24eac9c034b5d52e54f9c190b4389fb_196	0	
495216d68426fbc8223f5f85793b8098_192	0	
65cf8c3a57242d5d9248092bf0a01626_192	0	
7403a5b5fa241224f98152cb9ed77ce2_191	0	
0a9e32529c23be14930b30d696ef66df_191	0	
c097da7008dcad3028b988be43fea7ec_190	0	
f5a1c28fb77c3622123fd3e0ec5fb6b9_186	0	
049622d96cbacc1deef31671a4d97b3b_185	0	
4a7718046ea8ede4cc75f9f89aa3eefe_184	0	
c485c46cedbde4d67e5e2bb6ddc54a00_181	0	
242b028ca32ea00e07b9e6ce86e68088_181	0	
bd7a96a21ba72301f4036f524d7ab3ce_178	0	
15c3cd98f63c0120098af0dc287a690b_172	0	
a0613b9401c2d149205805b0d5e94104_171	0	
0c6178a7e8bcb03d9a3b119019d7cd39_171	0	
f3abbc184f53dc5645cc935b429ee59c_167	0	
b9c4ece0ae0b6f8834d8b8dcd8e00efb_166	0	
bb865ad42dc095814add6a723cfb9b09_165	0	
84818c7913e2d7b485562832ec4da6a8_165	0	
095e344b73e8ff944d50c763a17943a9_164	0	
65d14f8f9f21afa78f15e7cead808405_162	0	
bfdf7e11c0c75bcf644da1c8f7c8f15b_160	0	
c3b51f524a462dd037dba48b955109c8_160	0	
11ece5742a1ba0b0693152a0a800f790_160	0	
9a4b0eba41fa41a4d8e19d2757c8aa8c_160	0	
66b80282bc3c2f14351ffaa7679512c9_159	0	
b607fda57347a3fd6486fb42120d98ca_159	0	
b340136f89495c8e30ee245ccadfb522_158	0	
c1275c331c1a390cb4489ab4af388c55_156	0	
408f3c684bfabdae96ed8a0836df41bb_156	0	
08579296c54025c1756e95dc27b5713b_155	0	
524b2fe2e5146c92e46ccd6f59b7d7a6_154	0	
9d9b6e6d3660ca9e07f666a508c58313_153	0	
0cadf2d0acadcfeb0855930f94751cdf_153	0	
7d8bfc6ca3c84fb73446ba9c3af82cb1_148	0	
665c453b79514010fd2121821b8fa8f3_146	0	
6cc2eb40b49b1cc2024578a1bb2bf218_146	0	
e9171858f4be70a4920f956bb693d54b_145	0	
ab2364dfe9fa33d9d52189e7406f851a_143	0	
94ea26417117405c64179fd65ef6bbad_142	0	
b7c41ea59b2f8053433457478196f3c8_142	0	
68985cc31814575b12fe6630cd9b1c98_141	0	
b27c052a801941bf27cfeb1f46fbeece_141	0	
ba8f62a865c2511fc955b010bcadf9b6_141	0	
c158ab21a75bd0001cf7c7d41ec791d9_139	0	
09585c29c4157d9856017b49d89a8a32_138	0	
4cdf1d9cc202d591a40668182f4f1915_137	0	
62c2c18ac6ab4e734c40141243be8e90_137	0	
dd1c5332a3f3e867e9c39cc393337f5d_137	0	
bc4a91f7dc07841de25d855842a8841c_135	0	
02a2800a086b298f89a61f83250b9539_135	0	
b14268a379f5c6c42127d707d60f375b_134	0	
07e5e3fe64abdacbe45441f12432b739_133	0	
73e8ba30913899364e4a0b2639e58047_133	0	
e363b923edf81760ba96de77aaa30a01_128	0	
f025780adb2b283463ebd6891342b202_128	0	
e1d261e7af12133f99462104b0349bee_127	0	
c471f3f137ef8a73bd8767af7cdfc930_126	0	
59f773e57209b7df90d876318bd073ef_126	0	
008db590e0b25b5253f1d79ed6a81602_125	0	
2759db8a02af210a4e35c3dca8763b4b_125	0	
6c5c75845050352e5d712331dfef26a1_124	0	
59eeafc92d8621826509c618bb87f8be_121	0	Eptesicus fuscus
ae17519053802afac366cef18a975bde_121	0	
842d8261058fcd2cca42e83cb449c41c_120	0	
ce907c447fbc9c753aa45790d2a429ad_119	0	
45520035b5a606ba8358ae785853f0d1_119	0	
5dc719cc6dd0b520035600678ffe7bb1_119	0	
d4a773afa9a1279a3b09a4915392b5f8_118	0	Eptesicus fuscus
12adacc256c228476b23a5b19d239c0f_118	0	
56d7b5c03c1660b57b9e7339b516d4bf_118	0	
f5e86b528b4a90fdd999b90c030b827d_117	0	
2ffb4f5135c72daa8deee1fc4283d770_116	0	
0084d654acd9a8605a2851d1d8c79812_116	0	
917195ad628b685b1b23afe674a458ca_116	0	
2c5b39c76ce85a9240219566e841fd63_115	0	Eptesicus fuscus
2f007cb226370a511f98b0737a48beb2_115	0	
dc72696e3d90b12df60f1b3d44ea3f19_115	0	
8e7a698a661faf3b6126d2223478821e_115	0	
47e3bf6f6b0ea736175c2ccfe331b81d_114	0	
509cc45fa8392f0e718493bfda508525_114	0	
eb482172f82e72d27667c52242d38329_113	0	
fb0ad99d9085e0f2c62d3862cf34602f_113	0	
988a80d9e9bcd04c7b23009f5ce2badc_112	0	
cc48f44a7d28b29f45edfbb3685eab09_112	0	
0795d6584eec49b5293ebf43f4beb23a_111	0	
4e97a11f653c729dc194fc8c912f95e0_111	0	
aae0c025f15962dcf725f6b563ef3247_111	0	
49e09f4f97c6aba45415838f8f1ac7dd_110	0	
a91291df58aae471c65fca53c7ce5e8d_110	0	
474a188f15973fe86742804db37a035d_110	0	
87c1a8d0366c8f1d5b41887826a124c1_109	0	
f926d1fe37231d55ac807659b5f0ff12_109	0	
8a801df95f1b2858cb4deb04b66db065_109	0	
bb1e486cf576cff8998b87afa7934bcd_108	0	
1fc37cdbd69f71b463c76fbef2a37473_108	0	
e992fb411c4a5577eae5d615e6b23d8d_107	0	Eptesicus fuscus
10f545d1b97c2035ea58c4fa55a99e47_107	0	
b370711387ed27aabc13ad741a06e1de_107	0	
bad3f7324f3f6e77399c845b0726fc74_107	0	
53a977eb8bb494515bee3f6070ce5e0e_107	0	
bb22fe8c4c7e207b6442ccd2a540324e_107	0	
00e43bdf2d6e51f110e0e9cf28c9ebb6_107	0	
48777d24830831234c71cec7e3ba3817_107	0	
cac03fd3a153933a7032d1790f6de443_106	0	Eptesicus fuscus
bc99a3bc18f2819763c3be1625ac1c99_106	0	
6aa93202ac1c7014ae7c754da2ae712a_106	0	
e858a450dea4b0131204915455595c80_106	0	
056493591bfba9bcc02ec760fc87da71_106	0	
a011cddb53db4bf7294d272f77645011_106	0	
9b29a1067a4264425d308f580555f01e_106	0	
5da6466ff2fb74521ce2750fe4f1d6a4_106	0	
0005d591cf3c6aee28f63ab558e066b4_105	0	Eptesicus fuscus
f565ec8cb6c1e85cd47e4510f965b3f3_105	0	
b255d7119c9f65c2d201d1694480846e_105	0	
c0499fbc28ffb994a215a3074b419eef_104	0	Eptesicus fuscus
776ea655483c3627d136a2131f9ba473_104	0	
ecfbff8b0cdb6b8f1ad1cf5644bf4dbc_104	0	Eptesicus fuscus
37a172d3b6f141350850f6e5616ad376_104	0	
751cc98eb2ec0455de50a2ea5c682e65_103	0	
140d78922712119d6568c5b38be8b677_103	0	
c55db1c2f591d03690ed5383035d787b_103	0	
8380cac96db7865653aa018ac822aa9f_103	0	
f2ccbccdd95866a371ee891b171e5099_102	0	
696ef62d325d676fbabed5f09e95d1e1_102	0	
abaf40ae9595075791a277dd694244b4_102	0	
6e3778f5bb96947e7865fb3717e504f0_102	0	
861357a0f2a5aacbcd2a2bccfbf92c8c_102	0	
249027aae710c5452a527342240bca65_101	0	
bf24d348b8e7b27a78267ec81586009d_101	0	
9adcbce06b048028cea8172cc6c3b02e_101	0	
