#sequence-name	taxid	genus-species	notes
*		Sphaerium simile;Dreissena rostriformis;Sander vitreus;Sphaerium corneum;Pisidium compressum;Mytilopsis leucophaeata;Dreissena polymorpha;Potamopyrgus antipodarum;Gillia altilis;Cipangopaludina chinensis;Melanoides tuberculata	11 species
