#sequence-name	taxid	genus-species	notes
*		Aphanomyces euteiches;Peronospora farinosa;Peronospora schachtii;Phytopythium citrinum;Phytophthora cinnamomi;Phytophthora citrophthora;Phytophthora himalsilva;Phytophthora hydrogena;Phytophthora infestans;Phytophthora ipomoeae;Phytophthora kernoviae;Phytophthora pluvialis;Phytophthora quercina;Phytophthora ramorum;Phytophthora rosacearum;Plasmopara halstedii;Plasmopara obducens;Pseudoperonospora cubensis;Pythium apiculatum;Pythium dissotocum;Globisporangium irregulare;Pythium oligandrum;Elongisporangium undulatum;Saprolegnia diclina	24 species
