#sequence-name	taxid	genus-species	notes
*		Abramis brama;Barbus barbus;Carassius carassius;Cyprinus carpio;Perca fluviatilis;Rutilus rutilus;Scardinius erythrophthalmus;Squalius cephalus;Tinca tinca	9 species,  S. erythrophthalmus lowest
