#sequence-name	taxid	genus-species	notes
*		Abramis brama;Acipenser spp.;Barbus barbus;Carassius carassius;Ctenopharyngodon idella;Cyprinus carpio;Perca fluviatilis;Rutilus rutilus;Scardinius erythrophthalmus;Silurus glanis;Squalius cephalus;Tinca tinca	12 species, S. cephalus and Acipenser spp. low
