#sequence-name	taxid	genus-species	notes
*		Thalassiosira pseudonana;Trebouxia sp. CCAP 213/3;Chlorella vulgaris;Tetradesmus obliquus;Cryptomonas pyrenoidifera;Rhodomonas sp. CCAP 995/5;Prymnesium parvum;Isochrysis galbana;Symbiodinium microadriaticum;Heterocapsa niei;Ochromonas sp. UTEX LB 2575;Nannochloropsis oculata	Twelve species
