#sequence-name	taxid	genus-species	notes
*		Chlorella vulgaris;Cryptomonas pyrenoidifera;Ochromonas sp. UTEX LB 2575;Rhodomonas sp. CCAP 995/5;Tetradesmus obliquus;Trebouxia sp. CCAP 213/3	Six freshwater species
