#sequence-name	taxid	genus-species	notes
*		Heterocapsa niei strain UTEX LB 2722;Isochrysis galbana strain CCAP 927/1;Nannochloropsis oculata strain CCMP225;Prymnesium parvum strain CCAP 946/6;Symbiodinium microadriaticum strain UTEX LB 2281;Thalassiosira pseudonana strain CCAP 1085/12	six marine species
