#sequence-name	taxid	genus-species
afc5c66891c1285c935ad4db23033ecb_261	0	
f385be73da7321a3e5a193d8dce37c99_260	0	
3252f4335b5245eabecb15f062fb9d81_260	0	Naganishia albida
309bf9d8145d0046669f6cef6b9b2538_259	0	Naganishia albida
9817321a39348ee28e0a4e5e4ef0d5ae_257	0	
a24c6f7cb68b48422aaec776de12e388_257	0	Naganishia albida
67cfa4fe10567a1b7dcee8bf3a18e570_256	0	
9844df847c82bfecb3ff704c59fc5f95_254	0	
9f2b7e2575cdfaef2f0d5a5f3946a6da_254	0	
506a3ebd31d53cd801cdc3e496d33f7b_254	0	
4fff27b5f809d6f220455d46dc630cb6_254	0	Naganishia albida
584d1a403f543ac5ea00e5343abc1ca3_252	0	
42b32b1abddb69347ac2bebec63b24e8_251	0	
868f32c61372d7fbfcac2ba7ee618873_251	0	
e54faa8ce5f60f18e1a80503b96aacd7_251	0	Naganishia albida
05124c50ad826e46dfaf8913cd1b919f_250	0	
ce2e88c2706e2a75e3826894bae0d427_250	0	Naganishia albida
95668a2a67445ac35bdf16d265c936da_250	0	
f7f6f06c7e0d52eec8fcbb904d91bfe0_249	0	
b5ec8ab365813735153d2d5ad740236e_248	0	Naganishia albida
8065416d029eba5621e89b6ca81ee485_247	0	Naganishia albida
635aef7a0e92a39cd6e48a275597bc01_247	0	
67f9d8f88cfc3706761c8864c6832dc3_247	0	Naganishia albida
a081705761e34dae7e65be423f8040c7_245	0	
b2db0f2f65955178a57b61c82ad06ad8_242	0	Naganishia albida
c8511c20210d0305103d134fec3be137_239	0	Naganishia albida
1fd7922cc4360f23795fd816232f4209_237	0	Naganishia albida
1fde4dfd7d4ef48c38b28663feadfc87_236	0	
2b10ca150498ad02a4c8a2085a84a233_236	0	
a4f8030a7e94dc74fc5f2cabd4794879_235	0	Naganishia albida
fdc33ff6f838df7c15da50810e6ca647_234	0	
0520e2c4cf609391739134ef02a52f8d_234	0	Naganishia albida
a5b7d70881ec2201cd4ed5a9c1e29dec_233	0	
858e46bab516270be140d7cd03f61796_232	0	
7e834cc8b0f71b5d3c77954f6fa1f019_232	0	Naganishia albida
9ac9ba4df88df05d028da125d91308e6_230	0	
0a9ef360389eed593c01ee4a6bf8c3c0_228	0	
c81ee88a9195f75246fed255e7f68277_227	0	Naganishia albida
f2929cfc3a0b2ced92a42b033d9df66e_225	0	Naganishia albida
b13a2706ad64521eddd9bfd56922b844_224	0	Naganishia albida
dc8d07ea51d717c630423113a268ffd1_221	0	
75d3bb7fc1f5e988bd8e6f1313372a6e_217	0	
7a1b043d037e69655ed994327bb5acc1_217	0	Naganishia albida
5f98acd403930834e78f190e1da00b83_214	0	
21292cc492bb1cf2557959b7fd681a5c_214	0	Naganishia albida
7bbcd8dd364d7acea5fb492c10549e96_211	0	
48d1621d90d0681360175850fa97ba9c_211	0	
cd43bd797fb0cc9728c40cc2264d0ffd_211	0	Naganishia albida
5e271a579629f292af47f40796b6476e_209	0	
f140881893264e6b0278538f90978557_209	0	Naganishia albida
08a72626d005657fa714ad1898e7ddd5_209	0	Naganishia albida
9a75f77e87e821e6407abfa59f9a6721_208	0	
92613981bcd8bc240419c86e12c0d2e8_208	0	Naganishia albida
0199b398ac159bdd52fc63358756a0cc_204	0	
9d201527df2293c4e261dde372750886_204	0	
95644a9deaed936109eb110ebb9dc4c8_203	0	
fad42a73a991688699c03a22aed7a697_203	0	Naganishia albida
ef685b8b4c2a9fc37d0ad36770147c7b_202	0	
7640d6c80f5aa416bb5d0b54d5c2864d_201	0	
f60e7ea64df420aab901db1b1a3839d3_199	0	
b79fe7bc66d24dd62c40a04fa26d8226_199	0	
5dbbea014147ed4ebf5974af2e6cef1d_198	0	Naganishia albida
198fc8fbf285806f42e39dfaba37c8fd_197	0	Naganishia albida
30360600f3bd6943b82ebfabd8bebdf6_194	0	
b425901648d2f3246019e4da0399d254_194	0	
b690cd46663071fe55c6dc56ad405192_193	0	Naganishia albida
b15be836f53025d5202ab25918a53668_193	0	Naganishia albida
5638101d39bfc23e4f98b026c37ad7ae_192	0	
cc78bf4d67ea6a8e14097f459a22d928_191	0	
96b84037172d65740acdb466c48deb44_191	0	Naganishia albida
88f27d86d0edd4f13dfd73ad744c64fe_191	0	Naganishia albida
53ad0f3348b2288250582dfb7188dafd_188	0	Naganishia albida
289f06579cc2e363c56b9dc2dbfa5dac_187	0	Naganishia albida
e6ddf163aab53a671a3b6f65e92a582e_186	0	Naganishia albida
4214cf47b920e437d6ebc39862dec335_185	0	
d2f808dd8a6014ef9ea4293566af17e2_183	0	
da19a12f852b7472f23ccbfb02789679_181	0	
d59d5e719362b89dc2703a7b81ecbb2f_180	0	
243725d7341dc75c70d4f6ecc0fb0c88_180	0	Naganishia albida
76cf6a567809eb4c43b80eaab4082e27_179	0	Naganishia albida
8fcb34895d756575af8e3118784e1e07_178	0	
b121a4bed3bf7cb7bdbd9bd67350dfac_178	0	Naganishia albida
88d7516598851f27afa4f7ea203c3ece_173	0	
5a807df1a856637dc1851b7db90a233d_173	0	Naganishia albida
bf358792847928515502b80124267dce_172	0	
56f8f077d4206ccf0eaf457134012a87_171	0	
8640088dc4e7dc69a180e1f89998fd00_171	0	Naganishia albida
d786daa41003e021f2ad5f1a4c1d34fc_167	0	Chytriomyces hyalinus
1586b9182427a8ba4c50ee2f23e4b872_167	0	
007351d81ae859ee28a44122560b9e13_167	0	
f9df4dbb1fa1b4c49609a30f3312daa6_166	0	Naganishia albida
99cdcb7a5e121a7eeb14441be9295b70_165	0	Fusarium oxysporum
7e31840276e0b10db32a26cef0abda33_163	0	
0eb4e2eb1ff57fecbc7dd79873826ac3_161	0	Naganishia albida
b497b8917861f172cb69b5bb6da9ab5c_161	0	Naganishia albida
3e4e524c722e73a8430a30e9314cefd2_161	0	Naganishia albida
1a4397bccb96afa99f4fb8dd6a1853de_160	0	Naganishia albida
eee6998dd3711b72b23e1ac1d523032f_157	0	Chytriomyces hyalinus
411d32fc7cae7ef225f9c6c22c1ee8eb_157	0	
225f55ea0b5a11533923c9e702e7dfd5_157	0	Naganishia albida
6c429122883e7eacfa85f8f26d6b491f_156	0	
558cf70e9738296a8075cc70a3a935a4_156	0	
f16bbe9ff907027a6a2173b6c686ca76_156	0	
2a336075d9aa48435d0a6d7f4f3fbbe8_156	0	
05da05c935b39b44e7a525a8642a6007_154	0	Naganishia albida
e1825a0ec6175458f9ce5c67d9bbe490_154	0	Naganishia albida
c44bf5e671b5ea33f2eca4ac9a85058e_153	0	
95b57f2272b5bde8095bb945fafcc330_153	0	Naganishia albida
4b6ddf57276827fc1631f3b75b4533ea_152	0	
d6ad02f18fe9fbd689f3eb558cefeb41_151	0	Candida apicola
762e586033fd9dab1fda04aed679735b_150	0	
08e7b892187a6408878e8c8a983138fb_150	0	Naganishia albida
9fc5926bf930368276508dd2fed11fed_149	0	Naganishia albida
ced1eb0bf525333cf11ac3c268b4238b_149	0	Naganishia albida
2b7bb4f2e73e2a58307c639d38cd30a2_149	0	Rhizophagus irregularis
6e27dca5bac3bee825b9d96e0dffb245_146	0	
a1989789d1e98ebbac6f6fb8db461fcf_146	0	
f4f0b67de8a32c1cbdb9be7b3b67bd16_142	0	Naganishia albida
b596cc76a83a47f2be121186b864015f_141	0	
ab90d8a18f0bd46f739aa6563533b1e8_141	0	Saitoella complicata
e32e2d7c8859150740219c9fa030f00a_140	0	Rhizophagus irregularis
b3fa7bc250ac781af855e6034255121e_138	0	Saitoella complicata
048ec7a39a134e81587b944eaa464a67_137	0	Naganishia albida
f497f1acabe5ce1e41ca9f708fbd7502_137	0	Saitoella complicata
893ad6065fc7851d3809b029a7ce2c5e_136	0	Trichoderma reesei
ae5f2824ec0041989d6ca26b5100f6b7_136	0	Fusarium oxysporum
058ba76f798883c07b14a1ae30323d48_135	0	
81aeac6a349977ae9bfa9d7eb5ba9471_134	0	Saitoella complicata
