#sequence-name	taxid	genus-species
e0978af69ac40ae65f155ab2cd07ab1f_479	2675548;658425	Phytophthora caryae;Phytophthora pini
d1537e6962d391b4daeb86f39b172729_477	1241941;977911	Phytophthora acerina;Phytophthora citricola E
d444e289960af18c60d1375badf25b6d_476	0	
8f2c2412620486daa5afe6770bbdc95b_474	4783	Phytophthora
b595dcb465e70062241b6bd3dd77d557_469	0	
91558a26f09fb7a0217db6630fa6175d_466	78237	Phytophthora gonapodyides
d11f906debe74581b201d545480209b2_459	544909	Phytophthora parsiana
6432cb1b3ebca5b6db2b38ae7ff11e70_456	0	
241ffb9f302d63a6ab375b63e96b9a96_449	4793;1385620	Phytophthora citrophthora;Phytophthora occultans
bd69b2fd37283d742addefaa231a1213_443	2675548;658425	Phytophthora caryae;Phytophthora pini
