#sequence-name	taxid	genus-species	notes
*		Acrobeles sp.;Acrobeloides sp.;Alaimus sp.;Anaplectus sp.;Anatonchus tridentatus;Aphelenchoides sp.;Aporcelaimellus sp.;Criconema sp.;Ditylenchus dipsaci;Globodera rostochiensis;Hemicycliophora sp.;Laimaphelenchus penardi;Longidorus caespiticola;Meloidogyne hapla;Plectus sp.;Prionchulus punctatus;Pristionchus sp.;Rhabditis sp.;Steinernema carpocapsae;Trichodorus primitivus;Tripyla glomerans;Tylenchus sp.;Xiphinema diversicaudatum	Twenty-three species
