#sequence-name	taxid	genus-species	notes
*		Alternaria alternata;Aspergillus flavus;Neosartorya fischeri;Penicillium expansum;Candida apicola;Saccharomyces cerevisiae;Claviceps purpurea;Trichoderma reesei;Fusarium graminearum;Fusarium oxysporum;Fusarium verticillioides;Saitoella complicata;Rhizoctonia solani;Naganishia albida;Ustilago maydis;Chytriomyces hyalinus;Rhizophagus irregularis;Mortierella verticillata;Rhizomucor miehei	Lots!
