#sequence-name	taxid	genus-species	notes
*		Phytophthora boehmeriae;Phytophthora capsici;Phytophthora castaneae;Phytophthora fallax;Phytophthora foliorum;Phytophthora idaei;Phytophthora obscura;Phytophthora plurivora;Phytophthora rubi;Phytophthora siskiyouensis	10 species
