#sequence-name	taxid	genus-species	notes
*		Zea mays;Gossypium hirsutum;Aloe variegata;Dendrobium sp.;Huso dauricus;Crocodylus niloticus;Brassica oleracea;Bos taurus	45% Brassica oleracea and 45% Bos taurus
