#sequence-name	taxid	genus-species	notes
*		Bos taurus;Parapenaeopsis sp.;Anguilla anguilla;Crocodylus niloticus;Gallus gallus;Pieris brassicae;Echinocactus sp.;Euphorbia sp.;Aloe variegata;Dendrobium sp.;Cycas revoluta;Lactuca sativa	46% Bos taurus, 46% Lactuca sativa
